group_target,group_comp,rot_same,ref_same,gref_same,tile_same,user_id,task_id,distance,accuracy
 P4,CMM,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,23350,2,1
 P6,P4M,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,5350,4,1
 PMM,P6,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,35272,3,1
 P1,PMG,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,51635,3,1
 P4G,P6,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,16687,3,1
 PGG,P1,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,30701,2,0
 P6,PM,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,5019,4,1
 P4,P6,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,23120,2,0
 PMG,PGG,TRUE,FALSE,TRUE,TRUE,A1SN2TT588P7D2,33012,1,1
 P3M1,P1,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,11505,2,1
 P31M,PMM,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,8083,3,1
 P4,PGG,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,22742,4,1
 CM,PGG,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,40688,2,1
 PG,P3M1,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,43037,3,1
 P4M,P3,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,19368,5,1
 P3M1,PGG,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,9938,3,1
 PM,PMG,FALSE,TRUE,FALSE,TRUE,A1SN2TT588P7D2,45875,2,0
 P2,PGG,TRUE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,49021,3,1
 P3,P1,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,13423,1,1
 P31M,P6,FALSE,FALSE,FALSE,TRUE,A1SN2TT588P7D2,9026,2,0
 CM,P3,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,39866,2,1
 P6M,CMM,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,2237,1,1
 PMM,P2,TRUE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,37704,4,0
 P1,P2,FALSE,TRUE,TRUE,TRUE,A1SN2TT588P7D2,54369,1,1
 PMG,PMM,TRUE,TRUE,FALSE,TRUE,A1SN2TT588P7D2,33065,1,1
 PM,P4,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,46363,4,1
 PMM,P6M,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,37794,2,1
 P3M1,P2,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,10166,3,0
 P31M,P3M1,TRUE,TRUE,TRUE,TRUE,A1SN2TT588P7D2,9076,1,1
 P4,P2,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,25521,1,0
 P4,P2,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,25521,1,1
 P1,P3M1,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,51336,2,1
 PGG,P4,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,31029,4,1
 P2,PM,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,50508,3,0
 PM,PGG,FALSE,FALSE,FALSE,TRUE,A1SN2TT588P7D2,45166,2,1
 CM,PMG,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,40106,1,1
 CM,P6,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,41010,3,1
 PMG,P4,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,34213,4,1
 PMG,P4,FALSE,FALSE,FALSE,FALSE,A1SN2TT588P7D2,34213,4,1
 PMM,P4M,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,35471,3,1
 PMM,P3M1,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,36612,3,0
 PMM,P3M1,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,36612,3,0
 PMM,P3M1,FALSE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,36612,3,0
 PMG,P4M,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,34833,4,1
 PMG,P4M,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,34833,4,1
 P2,P6,FALSE,TRUE,TRUE,FALSE,A1SN2TT588P7D2,49329,1,0
 PM,PMM,FALSE,TRUE,TRUE,TRUE,A1SN2TT588P7D2,45252,3,1
 P31M,PGG,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,8023,3,1
 PGG,P2,TRUE,TRUE,FALSE,FALSE,A1SN2TT588P7D2,30023,3,1
 P6,PMM,FALSE,FALSE,TRUE,FALSE,A1SN2TT588P7D2,4911,3,0
 PMM,PMG,TRUE,TRUE,FALSE,TRUE,A2EEL9YYUHL5SK,38172,1,0
 PG,PM,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,42798,1,1
 P4M,P4G,TRUE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,20059,1,1
 PMM,P31M,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,35959,3,1
 P31M,P4M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,9183,4,1
 P4,P4G,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,25190,1,0
 PM,P4G,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,45669,5,1
 PM,P6M,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,45447,3,1
 P31M,PM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,7569,2,1
 PG,CMM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,44511,4,1
 P4G,CM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,18368,4,1
 CM,P4M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,39286,5,1
 P2,P4,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,48318,1,1
 P1,PMM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,52944,4,1
 P31M,P3,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,8455,1,0
 PGG,P4M,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,30983,5,1
 P31M,P4G,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,7215,3,1
 PMG,PMM,TRUE,TRUE,FALSE,TRUE,A2EEL9YYUHL5SK,33062,1,1
 PGG,P31M,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,30818,3,1
 P4,CMM,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,24610,2,0
 CMM,PG,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,27374,4,1
 CM,P2,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,39625,4,1
 P4,P4M,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,25236,2,1
 P2,PM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,49863,3,1
 P3,P6M,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,14756,2,1
 PMG,PG,FALSE,FALSE,TRUE,TRUE,A2EEL9YYUHL5SK,32516,2,1
 CM,CMM,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,41298,3,1
 PMG,P4G,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,34797,3,1
 P4,P31M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,23138,4,1
 P6,P1,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,3816,2,1
 CM,PMG,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,38821,1,1
 P6M,CMM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,317,1,1
 P6,PGG,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,3556,4,1
 P2,P4G,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,48203,2,0
 P31M,PMG,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,8710,2,1
 P6M,P6,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,666,1,1
 PM,PMM,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,45277,3,1
 P2,P31M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,48103,3,1
 P3,P6,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,12874,1,1
 PM,P3M1,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,47501,2,1
 PM,P6,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,46136,4,1
 P3,PG,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,15854,2,1
 P1,PMG,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,51627,3,1
 CM,PG,TRUE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,41476,2,0
 P3M1,P6,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,9662,2,1
 P6,P3M1,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,4586,2,1
 CM,PMM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,40149,2,1
 P1,P4M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,51454,4,1
 CM,P1,TRUE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,39036,3,1
 P3,P31M,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,13531,1,1
 P4,PMM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,23473,3,0
 PMG,P4M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,34166,4,1
 P2,P3,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,50089,2,1
 P1,P6M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,53124,3,1
 PGG,P6,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,28872,4,1
 PMM,P4,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,37439,3,1
 CMM,P3M1,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,28284,2,1
 PMG,P2,TRUE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,34502,4,1
 CMM,PMM,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,26663,1,1
 CM,PM,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,40866,1,1
 P3M1,P6M,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,10906,1,1
 P4M,P6M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,21778,3,1
 CMM,P4G,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,27085,1,0
 P1,CMM,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,53465,4,1
 P3,P4G,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,13602,4,0
 P4M,P3M1,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,21887,4,1
 PMM,CM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,38212,2,1
 PMM,P1,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,38373,4,1
 CM,P6M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,40963,2,1
 PGG,PMG,TRUE,FALSE,TRUE,TRUE,A2EEL9YYUHL5SK,30447,1,1
 CMM,PGG,TRUE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,27866,3,1
 P4G,P2,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,19142,2,0
 PMM,P4M,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,36739,3,1
 P4M,P3,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,21940,5,1
 CMM,P31M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,28252,2,1
 P4G,P31M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,16081,3,1
 P2,CMM,TRUE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,49638,3,1
 P1,P4G,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,53962,3,1
 P2,CM,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,49766,4,1
 P4,P2,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,22989,1,0
 CM,PGG,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,41348,2,1
 CM,P4,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,40628,5,1
 P3M1,CM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,10704,1,0
 CMM,P4M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,25844,2,1
 P3,CMM,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,15027,3,1
 PMM,P6,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,36532,3,1
 PG,P4M,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,43129,5,1
 PMG,PGG,TRUE,FALSE,TRUE,TRUE,A2EEL9YYUHL5SK,33025,1,1
 CMM,P4,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,27188,2,1
 P4,P6M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,22424,3,1
 PMM,PGG,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,38136,2,1
 P6,P4M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,4681,4,1
 PG,P6,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,42929,3,0
 P1,P3M1,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,51335,2,1
 P6M,P4,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,901,3,1
 P6,PG,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,4337,3,0
 P2,PGG,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,49660,3,1
 P3M1,P3,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,9734,1,1
 P4,PM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,22946,4,1
 PG,P31M,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,41715,3,1
 PMG,P3,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,34106,3,1
 PG,PMM,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,42057,3,1
 P4G,PMG,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,17654,3,0
 P4G,P1,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,18537,3,0
 P6M,PG,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,3077,4,1
 PGG,P2,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,31958,3,1
 P6,PMM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,5521,3,1
 PM,PG,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,46636,1,1
 P6,P3,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,5888,1,1
 P6M,PM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,1180,3,1
 P6M,P31M,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,684,1,1
 P4G,P4M,TRUE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,16239,1,0
 P2,P3M1,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,48134,3,0
 CMM,PM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,26144,4,1
 P2,PMG,TRUE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,50349,4,1
 P3M1,P2,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,10820,3,0
 CM,P31M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,41048,1,1
 P4G,PG,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,17133,4,1
 CM,P4G,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,39883,4,1
 P6M,CM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,1739,2,1
 P6,P4,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,6026,2,0
 P31M,CM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,7489,1,1
 P31M,PMM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,6802,3,1
 PGG,P4,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,31006,4,1
 P4G,P4,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,18192,1,0
 P6M,PGG,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,969,4,1
 P3M1,PMM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,11924,3,1
 P4M,P4,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,20100,2,1
 P2,P4M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,49555,3,0
 P2,P6M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,48014,2,1
 P1,PG,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,51725,1,0
 PM,P2,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,45362,3,1
 P6,PMG,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,4874,4,1
 PM,CMM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,46430,4,1
 P3M1,CMM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,11186,2,1
 PG,P3,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,41800,2,1
 PGG,PM,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,31242,2,1
 PG,PMG,FALSE,FALSE,TRUE,TRUE,A2EEL9YYUHL5SK,42024,2,1
 P4,PG,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,25446,3,1
 P6M,P2,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,1221,2,1
 CM,P3,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,38561,2,1
 P6,PM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,3733,4,1
 P1,P31M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,53880,2,0
 P1,PGG,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,52865,2,0
 PGG,CMM,TRUE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,30427,3,1
 PMG,P6M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,33936,3,1
 P3,P4M,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,15569,5,1
 PMM,P2,TRUE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,38354,4,1
 PMM,P4G,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,35411,2,1
 PG,P1,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,42848,1,1
 P4,P1,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,25582,2,0
 P3M1,P31M,TRUE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,10999,1,1
 P3M1,P4,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,9844,4,1
 P4G,CMM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,16305,1,1
 PG,P4G,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,43739,4,0
 P3M1,P4M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,12379,4,1
 PGG,P4G,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,30305,4,1
 P31M,P6M,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,8323,1,1
 PMM,PG,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,38264,3,1
 P31M,P4,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,7308,4,0
 PG,PGG,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,43886,1,0
 P31M,CMM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,7999,2,1
 CMM,P2,TRUE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,28723,3,0
 P6M,P1,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,2553,3,1
 PMM,PM,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,37659,3,1
 CM,P3M1,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,40444,1,0
 P6,P4G,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,4016,3,1
 P6,P6M,TRUE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,5153,1,1
 P6M,P4G,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,807,2,1
 P1,CM,TRUE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,53636,3,1
 P3,P4,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,14351,3,0
 PMG,P3M1,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,34693,2,1
 P4G,P3M1,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,18692,3,0
 PMM,CMM,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,38100,1,1
 P4,PMG,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,23422,4,1
 PM,PGG,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,45805,2,1
 PMG,P1,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,35177,3,1
 CMM,CM,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,26063,3,1
 P4M,P31M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,21841,4,1
 P1,P2,FALSE,TRUE,TRUE,TRUE,A2EEL9YYUHL5SK,51812,1,1
 PMM,P3M1,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,37909,3,1
 CMM,P6M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,25606,1,0
 P1,P6,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,51256,2,1
 P4,PGG,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,23380,4,1
 PM,P1,TRUE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,47329,2,1
 P31M,P2,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,8250,3,1
 P2,PMM,TRUE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,49098,4,1
 P4G,PGG,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,18254,4,0
 PG,CM,TRUE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,44025,2,1
 P31M,P6,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,9009,2,1
 PG,CMM,FALSE,FALSE,TRUE,FALSE,AGDFBU9CK6Z9R,41938,4,1
 P6,P2,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,5057,1,1
 P6,CM,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,5572,3,1
 P6M,P4M,FALSE,TRUE,TRUE,FALSE,AGDFBU9CK6Z9R,225,3,1
 PM,CM,TRUE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,45313,1,1
 PG,P3M1,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,43027,3,1
 P2,P3,FALSE,TRUE,TRUE,FALSE,AGDFBU9CK6Z9R,49471,2,1
 P3,CM,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,15200,2,1
 P3M1,P4G,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,9777,3,1
 P4,PMM,FALSE,FALSE,TRUE,FALSE,AGDFBU9CK6Z9R,24111,3,0
 P4M,PMG,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,22121,4,1
 P6M,P3,FALSE,FALSE,FALSE,TRUE,A2EEL9YYUHL5SK,783,2,1
 CMM,PGG,TRUE,FALSE,TRUE,FALSE,AGDFBU9CK6Z9R,26572,3,1
 P4M,PM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,22320,6,1
 P31M,PM,FALSE,TRUE,FALSE,FALSE,AGDFBU9CK6Z9R,8859,2,1
 PMG,CMM,TRUE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,32988,2,1
 P3M1,P3,TRUE,FALSE,FALSE,TRUE,AGDFBU9CK6Z9R,11676,1,1
 P4M,PMM,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,21525,3,0
 P6,P4,FALSE,TRUE,TRUE,FALSE,AGDFBU9CK6Z9R,3465,2,0
 P4M,P6,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,19255,4,1
 P6M,P3,FALSE,FALSE,FALSE,TRUE,AGDFBU9CK6Z9R,2042,2,1
 P4G,P6M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,16656,2,0
 P1,PM,TRUE,FALSE,TRUE,FALSE,AGDFBU9CK6Z9R,54334,2,0
 P4,P3M1,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,25091,4,1
 CM,CMM,FALSE,TRUE,TRUE,TRUE,AGDFBU9CK6Z9R,41301,3,0
 P3,PM,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,13990,3,1
 P4,CM,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,23494,5,1
 P3M1,P31M,TRUE,TRUE,TRUE,TRUE,AGDFBU9CK6Z9R,10352,1,1
 P6M,P4M,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,1487,3,0
 P31M,P1,FALSE,FALSE,FALSE,FALSE,AGDFBU9CK6Z9R,8934,2,0
 P3M1,PMG,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,10634,2,1
 P3,P4,FALSE,TRUE,TRUE,FALSE,AGDFBU9CK6Z9R,13693,3,1
 P4G,P3,FALSE,FALSE,FALSE,FALSE,A2EEL9YYUHL5SK,16176,4,0
 P2,PM,FALSE,FALSE,TRUE,FALSE,AGDFBU9CK6Z9R,49217,3,1
 P4,P3,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,25131,3,1
 P4M,CMM,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,19484,2,1
 P4,P1,FALSE,TRUE,TRUE,FALSE,AGDFBU9CK6Z9R,25594,2,1
 P3,P2,FALSE,TRUE,TRUE,FALSE,A2EEL9YYUHL5SK,13379,2,1
 PGG,P3M1,FALSE,FALSE,TRUE,FALSE,A2EEL9YYUHL5SK,30847,3,1
 PGG,P3,FALSE,TRUE,FALSE,FALSE,A2EEL9YYUHL5SK,28999,3,1
